Country,Internet_use,energy_eff,reduce_energy,confident_energy,coal_energy,natural_gas,hydroelectric,nuclear,solar,wind,biomass,worried_expensive,worried_fossil,worried_disaster,worried_insufpower,worried_techfail,climate_change,ccnthum,personal_resp,worried_cc,cc_good_bad,reduce_cc,largeno_limitenergy,govt_reducecc,reduce_ownuse,favour_taxff,favour_subsidiseRE,ban_appliance,gender,age,marriage,highest_education,household_income,care_environment,trust_legalsys,trust_police,trust_pltc,trust_euparl,trust_un,trust_pparties,trust_cntryparl
LT,1,10,6,6,5,5,1,5,2,1,2,5,5,4,3,3,2,3,7,3,3,5,8,8,8,2,1,2,2,72,5,221,1,4,7,10,2,9,8,2,3
LT,5,10,6,9,4,4,1,5,1,1,5,2,2,2,2,2,2,3,7,3,7,7,8,8,8,4,2,3,2,21,6,323,8,4,10,10,7,10,10,7,7
LT,5,10,6,10,4,4,1,5,1,1,5,2,2,2,2,2,2,3,8,3,8,8,8,8,8,4,2,3,2,23,6,321,8,4,10,10,7,10,10,7,7
LT,5,10,4,7,4,2,1,5,1,1,1,4,4,4,4,3,1,5,6,4,2,6,7,7,6,5,1,1,2,53,5,520,2,2,7,7,5,7,7,5,4
LT,2,10,4,7,3,1,1,5,1,1,2,4,5,4,3,3,1,4,4,3,3,5,6,7,5,4,1,1,2,61,5,313,7,2,7,7,4,7,7,4,4
LT,5,10,3,6,3,2,2,5,2,2,2,4,3,3,4,3,1,4,5,3,4,6,6,7,6,5,1,1,2,39,4,423,4,4,8,8,6,8,8,6,6
LT,5,10,3,5,3,1,1,5,1,1,2,4,3,3,3,3,1,4,4,3,3,10,6,7,4,4,1,1,1,34,4,313,9,3,8,8,4,7,7,6,6
LT,5,10,2,4,3,1,1,5,2,2,2,3,3,3,3,3,2,3,4,2,4,5,6,6,4,4,1,1,1,30,6,313,9,3,7,7,4,7,7,6,6
LT,2,10,4,7,3,1,1,5,1,1,1,4,3,3,3,3,1,4,5,3,3,7,6,7,6,4,1,1,2,62,5,313,4,2,8,8,5,7,7,6,6
LT,2,10,4,6,3,2,1,5,1,1,2,4,4,3,3,3,1,4,5,3,4,7,7,7,4,4,1,1,1,40,6,423,7,3,7,7,6,8,8,6,6
LT,1,9,5,10,5,4,1,5,1,1,3,3,5,5,4,5,2,3,7,3,1,5,4,5,3,4,2,2,1,57,6,223,1,2,6,8,3,4,6,6,3
LT,1,5,3,5,4,4,1,5,1,1,3,5,5,5,5,5,2,3,4,3,2,3,4,6,7,4,1,2,1,56,4,229,5,2,2,8,2,0,2,3,1
LT,1,10,2,2,4,2,1,4,1,1,3,4,5,3,3,3,3,1,2,2,4,4,4,4,5,4,2,2,2,68,4,720,5,3,4,8,2,4,3,2,2
LT,5,10,5,10,5,4,2,5,1,1,3,5,5,5,5,5,1,4,7,5,0,8,7,8,10,1,1,1,1,81,4,720,2,1,7,9,5,3,3,4,3
LT,5,8,3,5,4,4,3,4,1,1,1,3,3,3,3,3,1,3,6,3,6,6,5,6,6,3,1,2,1,17,6,213,10,4,6,6,5,6,6,5,6
LT,5,8,3,5,5,3,3,3,1,1,1,3,3,3,3,3,1,3,6,4,2,6,6,5,6,2,1,2,1,17,6,213,10,4,7,5,4,5,5,3,7
LT,1,10,6,6,4,3,3,4,2,2,2,3,3,3,3,3,1,3,7,4,0,6,5,6,6,3,1,2,2,70,5,323,1,3,6,7,6,5,5,5,6
LT,5,5,3,6,4,3,2,5,1,1,3,3,3,4,4,4,2,2,3,3,6,4,4,4,5,5,2,2,1,15,6,213,5,2,4,7,4,5,6,4,0
LT,1,10,6,10,5,4,1,5,1,1,3,5,5,5,5,5,2,3,8,3,0,6,3,5,2,4,1,2,1,55,6,223,1,2,0,9,0,0,0,0,0
LT,5,6,3,4,5,3,1,5,1,1,3,3,3,3,3,3,2,3,4,3,3,3,4,5,5,5,1,2,1,16,6,213,7,2,5,7,2,2,2,2,2
LT,5,9,4,8,4,4,1,5,1,3,3,5,3,3,4,3,2,3,6,3,3,7,6,2,7,3,1,2,2,64,4,323,3,3,2,3,2,2,4,3,2
LT,5,7,3,5,4,1,3,5,2,2,3,3,3,4,3,4,1,4,1,5,0,9,1,2,0,2,2,2,1,46,4,720,8,2,4,8,3,4,5,3,3
LT,1,9,2,8,3,3,2,5,1,3,3,3,3,3,3,3,2,3,6,3,3,5,4,5,6,3,3,3,2,77,6,520,1,3,3,5,4,4,4,4,3
LT,5,9,4,9,4,3,2,5,1,2,2,3,2,3,3,3,2,4,7,4,4,7,5,5,6,3,1,2,2,65,5,720,6,3,5,6,5,6,5,5,5
LT,1,8,3,8,3,3,1,4,1,1,2,3,3,3,3,3,1,3,6,3,4,7,7,7,8,2,1,2,2,76,5,323,1,3,5,5,5,5,5,5,5
LT,1,9,2,8,3,2,1,4,1,1,2,2,2,3,3,2,1,3,7,3,8,8,8,8,8,4,1,3,2,70,5,313,2,3,5,5,5,5,5,5,5
LT,5,8,5,8,4,3,1,4,1,1,2,1,1,2,2,2,2,3,8,3,3,8,8,8,8,3,1,2,2,40,6,323,5,1,7,7,7,7,7,7,7
LT,4,9,4,9,3,3,1,4,1,1,2,2,2,3,3,3,1,3,6,3,4,8,7,8,8,3,1,2,1,53,6,720,4,3,5,6,5,6,5,6,6
LT,2,8,3,7,3,3,1,4,1,2,2,3,3,3,3,3,1,3,7,4,3,5,7,7,8,3,1,2,2,47,6,520,5,2,7,7,6,7,7,6,6
LT,2,7,4,5,3,3,3,5,2,2,2,2,2,3,2,2,1,3,4,2,5,4,4,4,4,2,1,3,2,69,5,323,1,4,5,6,5,5,6,4,3
LT,3,7,4,7,5,3,3,5,2,2,2,1,1,2,2,2,2,3,3,2,4,8,4,7,3,3,2,4,2,67,5,323,1,4,8,8,6,5,6,6,5
LT,1,7,3,7,4,2,2,4,3,2,2,4,4,4,3,2,3,3,7,3,7,4,9,6,4,3,2,3,2,68,5,423,7,3,5,8,7,5,5,6,4
LT,4,5,2,4,3,3,4,5,4,4,4,2,2,2,2,2,2,4,4,2,2,8,4,2,2,2,3,2,2,64,5,313,3,4,5,6,7,8,6,7,7
LT,4,5,3,5,4,3,3,5,2,2,2,2,2,2,2,2,2,4,7,2,2,8,4,4,3,2,3,1,2,24,6,313,6,4,5,6,7,8,7,7,6
LT,3,9,4,3,4,1,2,1,4,3,3,2,2,4,3,3,2,2,1,2,6,4,3,2,4,5,3,4,2,45,4,520,6,1,6,6,2,7,7,2,4
LT,5,8,4,2,3,1,1,1,3,3,1,5,2,2,5,3,3,3,5,3,3,7,7,7,5,4,2,3,2,18,6,213,6,1,5,4,1,8,8,1,4
LT,5,8,4,3,3,1,2,1,4,2,2,5,1,3,5,2,2,3,2,3,3,5,6,6,5,4,3,4,2,23,6,313,8,2,6,5,2,6,8,2,5
LT,2,9,6,1,5,5,4,2,4,4,4,2,2,3,2,3,1,3,7,3,4,4,2,3,3,3,4,3,2,60,4,520,2,3,5,5,1,5,5,1,1
LT,3,8,4,7,5,4,1,4,1,1,4,5,5,5,5,5,1,5,9,5,0,10,4,7,9,1,1,1,2,34,6,620,10,1,9,10,8,7,7,8,8
LT,1,0,2,1,4,2,1,1,1,1,3,5,5,3,3,3,3,1,2,2,3,3,3,3,3,5,1,2,2,57,6,620,1,4,4,7,0,0,0,0,0
LT,1,5,3,5,5,4,2,3,1,1,1,4,4,4,4,4,1,3,5,4,2,6,6,5,6,1,1,2,1,55,4,323,3,3,4,4,3,5,5,2,4
LT,1,8,5,7,4,3,3,3,3,3,2,5,3,4,4,4,2,2,1,2,4,5,3,3,5,1,5,4,2,80,5,323,8,1,7,8,5,1,6,2,4
LT,1,5,5,6,4,3,3,5,3,2,1,5,5,4,4,4,1,3,5,4,1,6,6,6,7,1,3,3,2,71,5,313,6,1,5,5,5,5,5,5,5
LT,3,5,4,5,4,2,2,2,2,2,2,5,3,4,3,4,2,3,3,3,2,4,5,5,6,1,5,5,2,59,4,313,5,1,4,5,3,7,7,3,4
LT,5,8,3,5,3,1,1,1,3,2,1,5,3,3,3,3,2,3,3,3,2,6,8,8,4,5,3,3,1,18,6,213,9,1,4,4,1,9,9,0,2
LT,1,5,5,5,3,3,3,5,3,3,2,5,3,3,4,3,1,3,2,4,1,3,3,3,5,1,2,3,2,78,5,313,9,1,6,7,5,5,5,4,7
LT,3,10,3,7,4,4,2,5,2,2,4,2,3,2,2,2,2,4,6,3,0,8,0,2,6,4,1,3,1,56,4,323,2,3,3,4,0,2,4,0,0
LT,5,8,4,7,4,2,1,5,1,1,4,2,2,2,2,2,2,5,8,4,0,10,1,1,5,3,1,4,2,58,1,620,4,2,8,8,8,10,10,7,7
LT,5,10,5,7,55,2,1,5,1,1,55,2,3,2,2,2,2,3,8,3,3,7,7,7,7,4,1,2,2,58,5,720,4,1,4,5,4,6,6,3,3
LT,1,6,5,9,4,4,1,5,1,1,2,4,2,2,2,2,2,3,7,3,0,4,7,6,7,3,1,3,1,42,4,323,3,3,7,7,4,6,6,4,1
LT,1,8,5,6,4,2,1,5,1,1,5,3,3,3,3,3,1,4,8,4,10,9,8,7,6,3,1,2,2,67,5,323,2,2,8,8,6,8,8,5,5
LT,3,7,5,7,4,1,4,3,3,3,2,5,5,3,3,3,2,3,6,2,4,6,5,5,9,1,1,4,2,70,5,520,2,2,5,5,3,8,7,2,5
LT,2,9,5,9,5,1,3,1,3,2,2,5,5,4,4,4,1,4,8,4,1,8,7,7,9,1,3,3,2,78,5,720,4,1,8,8,6,3,2,5,5
LT,3,9,6,9,5,1,2,5,2,1,2,5,5,2,5,3,1,3,3,3,2,6,3,5,9,1,2,3,2,84,5,720,1,1,8,8,5,8,8,5,4
LT,5,9,4,9,5,1,1,2,1,1,2,5,3,2,4,2,2,2,4,1,5,6,2,3,2,1,3,3,1,26,6,620,10,1,5,5,4,8,3,2,6
LT,3,6,4,6,2,2,4,5,4,2,3,5,3,3,3,3,2,3,1,1,5,6,2,4,5,1,3,5,2,53,4,323,6,2,2,2,2,3,6,2,3
LT,5,9,4,2,4,1,1,2,3,2,3,5,2,3,4,3,2,4,5,3,3,9,4,2,4,5,2,2,1,58,4,520,7,2,4,5,3,7,7,3,4
LT,1,7,5,2,3,2,1,2,3,1,2,5,4,5,5,5,1,5,5,3,6,4,4,0,7,5,4,4,2,80,5,313,2,1,6,8,3,9,7,0,3
LT,5,8,5,2,3,2,1,1,3,2,3,5,3,3,2,2,2,4,3,2,2,5,4,6,2,5,2,3,1,44,4,323,7,2,4,7,4,9,9,3,4
LT,5,9,3,4,4,1,1,2,3,2,2,5,2,3,5,2,2,4,3,3,3,7,5,3,5,5,3,3,1,39,6,423,7,2,3,5,2,6,8,0,3
LT,4,9,5,2,3,1,2,2,3,2,1,5,2,4,5,2,2,4,2,3,3,6,5,0,2,4,2,3,2,52,4,313,6,1,6,7,4,8,9,2,3
LT,1,7,6,1,3,1,2,1,3,3,2,3,3,4,4,2,2,4,1,3,2,5,7,6,5,5,2,3,2,86,5,720,2,1,7,8,3,8,9,3,5
LT,5,9,4,3,4,1,2,1,4,3,2,3,3,3,5,2,3,4,3,3,3,1,2,2,4,5,4,4,2,38,4,313,5,2,6,5,3,7,7,3,3
LT,5,9,5,2,3,2,1,2,3,1,2,5,2,3,4,1,2,3,4,3,5,4,6,5,3,5,4,2,2,42,4,423,4,1,4,4,3,7,8,2,4
LT,4,9,3,3,4,1,1,2,3,2,2,5,2,3,4,3,2,3,2,3,4,8,5,4,5,4,3,3,1,53,4,423,6,1,7,6,2,6,7,2,4
LT,2,10,2,1,2,1,3,5,4,2,2,4,4,5,5,5,1,3,5,1,5,5,5,0,0,1,2,2,2,31,6,313,1,2,5,8,0,6,3,5,0
LT,2,10,4,5,4,3,2,5,2,2,2,4,3,3,4,3,1,3,7,3,5,5,3,3,1,3,2,3,2,37,4,213,5,2,5,8,3,5,5,0,3
LT,2,10,4,6,5,4,3,4,2,2,3,4,3,3,3,3,2,4,2,2,5,5,4,6,3,4,2,3,1,68,5,423,5,2,1,6,3,7,7,5,4
LT,5,9,4,6,4,2,3,3,2,1,1,3,4,4,3,3,1,4,7,2,4,5,6,8,9,2,2,2,2,46,4,620,9,2,8,5,7,9,9,7,7
LT,5,10,3,3,4,3,2,4,1,1,3,5,4,4,4,4,1,5,5,3,3,3,3,4,4,4,1,3,2,63,5,720,4,2,3,7,2,3,6,2,5
LT,5,10,2,4,5,2,1,4,1,1,1,3,3,3,3,3,1,3,4,4,2,4,5,6,7,3,1,1,1,30,6,620,9,2,8,8,6,7,7,6,3
LT,4,10,3,6,4,2,1,4,1,1,2,4,4,4,4,3,1,4,6,3,2,6,6,6,6,4,1,1,1,45,3,423,8,2,7,7,6,8,7,6,4
LT,3,10,5,7,4,1,1,5,1,1,1,4,4,4,3,3,1,5,5,4,2,6,5,5,5,2,1,1,2,55,5,520,3,2,8,8,6,7,7,6,4
LT,2,10,4,7,4,2,1,5,1,1,2,4,4,4,3,3,1,5,6,4,3,6,7,7,6,3,1,1,2,61,4,520,7,2,6,7,3,7,7,3,3
LT,2,10,6,7,4,1,1,5,1,1,1,4,3,4,3,3,1,4,6,4,2,7,7,7,6,3,1,1,2,55,4,520,4,2,8,7,7,7,7,7,6
LT,4,10,4,7,4,1,1,5,1,1,1,4,3,4,3,3,1,5,7,4,3,8,6,8,7,2,1,1,2,62,5,520,5,2,8,8,7,8,8,7,6
LT,3,10,5,6,4,5,3,3,3,3,2,4,3,5,3,4,1,3,2,4,2,4,4,6,2,5,1,1,2,59,5,423,4,2,7,8,8,7,8,7,2
LT,2,6,5,9,2,1,3,1,2,1,1,5,3,3,3,3,3,3,1,1,5,2,2,5,7,3,3,3,2,62,4,313,3,1,5,7,2,2,2,2,2
LT,3,7,3,4,3,1,4,1,3,2,2,5,3,2,3,3,2,2,1,2,5,1,1,2,4,1,4,4,2,59,4,313,5,1,3,3,2,2,5,1,3
LT,1,10,6,10,5,1,1,5,1,1,1,5,5,4,4,4,1,3,5,3,5,5,3,5,1,1,2,5,2,80,5,213,1,1,5,5,5,5,5,5,5
LT,5,9,4,2,4,1,1,1,3,3,3,4,2,3,4,2,2,4,3,1,5,6,5,5,3,4,4,4,1,53,4,313,3,2,4,5,0,7,6,0,3
LT,4,8,5,3,4,1,2,1,3,2,1,5,2,3,4,2,1,2,1,3,3,6,4,3,6,5,3,4,1,59,5,313,6,1,5,7,2,7,10,2,3
LT,5,9,4,2,4,1,1,1,3,3,3,4,2,3,4,3,3,3,1,2,5,3,5,4,2,4,2,2,2,31,6,620,6,3,8,9,5,8,10,5,5
LT,5,9,4,3,3,2,2,2,3,3,1,3,3,4,5,2,2,3,5,3,4,8,6,5,7,4,4,4,2,22,6,313,8,2,5,5,4,9,9,4,5
LT,1,6,4,8,3,2,3,5,2,2,1,4,4,4,4,5,2,2,1,1,5,6,4,8,2,3,3,4,2,82,4,313,1,1,7,8,5,5,5,5,6
LT,3,8,5,8,4,2,3,3,3,3,2,5,3,4,4,4,1,2,3,2,5,6,2,4,5,1,2,4,2,65,5,520,1,1,4,6,3,5,5,2,7
LT,5,7,4,8,5,3,3,5,2,1,1,4,3,3,3,3,2,4,8,4,3,8,8,6,5,1,1,3,2,18,6,213,9,1,7,7,5,8,7,5,7
LT,5,9,6,5,5,3,2,5,2,2,1,2,2,2,2,2,2,2,0,2,5,0,0,0,0,5,3,3,1,48,4,321,7,2,7,7,4,3,4,1,4
LT,5,9,3,5,5,4,2,4,2,2,1,3,1,2,2,2,2,2,1,2,3,0,0,1,0,3,2,3,2,23,6,313,6,2,2,3,1,4,4,1,3
LT,5,8,3,8,5,5,1,5,1,1,2,3,3,3,3,3,2,4,6,3,4,4,1,1,3,1,1,1,1,19,6,520,8,5,4,8,2,4,8,0,5
LT,4,8,4,8,2,2,2,2,1,1,1,5,3,5,4,4,1,3,8,3,7,8,8,8,9,4,2,1,2,52,6,520,6,3,8,7,8,8,7,7,7
LT,5,10,5,8,4,3,2,5,2,2,2,3,2,3,3,4,2,3,8,3,4,6,7,7,5,3,2,2,2,52,4,520,2,1,4,8,4,7,8,5,5
LT,5,10,4,10,5,3,3,5,1,1,1,2,1,3,1,3,1,3,9,3,6,9,6,8,10,1,1,1,2,31,6,720,7,1,9,10,5,7,9,3,7
LT,1,9,6,10,5,1,2,1,1,1,3,3,3,4,4,4,1,2,6,3,5,7,9,6,8,5,4,4,1,70,5,213,6,2,9,8,9,10,10,10,4
LT,4,8,3,8,1,5,3,3,2,4,3,2,3,3,1,4,1,3,7,3,7,4,4,2,2,3,2,4,1,58,5,423,1,4,2,2,2,2,2,2,2
LT,5,6,3,5,2,3,4,2,2,3,4,3,3,2,2,2,1,4,6,3,6,5,7,2,6,5,3,1,1,51,6,321,3,2,0,0,0,0,0,0,0
LT,2,9,3,6,2,5,4,2,3,3,2,4,3,3,2,2,2,3,6,3,5,2,7,2,5,3,2,4,1,52,4,229,1,5,2,2,2,2,2,2,2
LT,5,7,3,4,3,5,4,1,3,2,3,3,2,1,4,3,1,2,7,4,4,9,3,8,2,3,4,1,2,59,4,313,1,1,6,7,3,6,5,1,3
LT,3,8,4,4,5,4,2,5,2,1,4,3,3,5,4,3,2,2,4,3,4,4,4,5,4,3,3,4,2,52,4,620,8,2,7,8,7,8,8,6,4
LT,3,10,5,4,4,4,2,4,2,1,4,3,3,5,4,3,2,3,6,3,4,7,7,8,7,4,2,5,2,44,6,223,3,4,8,10,6,9,8,5,5
LT,3,8,4,4,5,4,2,5,1,1,4,5,3,4,3,3,2,4,5,3,2,4,5,5,5,4,2,4,2,42,4,313,3,2,8,9,7,9,9,7,7
LT,3,9,5,6,4,4,2,4,1,1,2,3,3,4,3,3,2,4,8,3,1,7,8,8,8,3,2,2,1,38,4,323,4,3,8,9,4,7,8,2,3
LT,5,10,4,10,5,2,3,3,3,2,1,3,3,3,4,4,1,3,3,3,5,3,3,3,3,2,1,1,1,50,1,321,1,3,5,5,2,0,0,2,3
LT,1,9,3,7,4,4,4,3,3,4,5,4,3,3,2,4,3,3,8,2,3,7,7,6,5,3,3,3,1,65,5,213,3,4,7,8,8,8,8,8,8
LT,5,10,5,10,3,2,1,5,1,1,1,4,2,3,2,2,2,3,9,3,2,8,4,5,5,3,3,3,2,38,6,720,8,2,10,10,5,4,5,3,7
LT,2,8,5,8,4,3,3,5,3,2,2,5,5,5,5,5,2,3,5,2,3,4,3,3,6,1,2,5,2,46,4,423,6,1,5,5,5,5,5,5,5
LT,5,7,3,7,5,4,3,3,2,2,2,3,3,3,3,3,2,4,3,3,5,6,6,6,7,4,3,4,2,46,4,620,7,3,4,6,2,7,6,2,2
LT,4,9,4,8,4,2,2,3,3,3,2,4,4,3,4,3,2,2,2,2,4,5,4,5,7,3,3,4,2,45,4,313,9,1,3,3,2,6,3,2,4
LT,1,5,5,5,3,3,3,3,3,3,1,5,5,4,4,4,2,3,5,3,1,7,3,3,6,1,1,5,2,79,5,720,1,1,6,7,3,3,3,3,2
LT,5,9,5,9,5,2,3,2,3,2,2,4,3,3,3,3,2,3,8,2,4,4,1,4,9,1,2,3,1,43,4,620,10,1,6,5,4,8,7,2,3
LT,5,8,4,4,3,1,1,1,3,2,1,5,3,4,5,3,2,3,3,3,3,5,4,4,6,4,2,2,1,20,6,313,7,2,4,5,3,9,10,3,6
LT,5,8,4,4,4,1,2,1,4,4,4,5,3,2,5,3,3,2,2,2,5,3,7,5,3,4,2,2,1,39,6,620,8,1,6,7,2,6,8,1,5
LT,4,9,4,4,3,1,1,1,2,3,4,5,1,3,3,3,2,3,3,2,4,7,4,7,4,5,3,4,2,24,6,620,8,1,5,5,4,7,9,3,5
LT,5,10,6,9,55,2,55,2,1,2,2,4,4,3,3,3,2,1,0,3,4,5,5,5,5,5,2,1,1,97,6,321,5,2,0,0,0,0,0,0,0
LT,4,10,6,2,4,3,2,4,2,2,2,3,3,5,3,3,1,3,0,4,1,3,1,1,0,5,2,1,2,50,1,620,1,3,2,3,2,2,4,1,2
LT,5,8,3,7,3,4,4,5,3,4,3,2,2,5,2,3,2,4,3,3,7,8,6,4,8,2,3,2,2,32,4,323,6,3,3,6,3,2,1,3,2
LT,1,8,3,5,2,3,3,2,4,3,2,4,4,2,4,3,2,4,4,3,4,6,6,3,8,2,3,4,1,79,5,323,4,4,3,7,3,2,2,2,1
LT,5,7,4,4,4,3,2,4,3,2,2,3,1,3,3,4,1,2,6,3,4,5,6,7,4,4,2,4,2,35,4,620,4,4,4,7,5,5,5,5,4
LT,2,7,3,6,5,3,3,5,3,2,2,1,1,2,2,2,2,3,4,1,4,4,4,5,5,3,3,3,2,72,5,323,2,4,6,8,6,7,7,6,4
LT,1,7,2,6,3,3,4,5,3,3,3,3,3,2,2,2,2,4,5,3,1,7,5,3,4,3,2,2,1,77,5,321,3,5,5,5,5,5,5,5,5
LT,4,5,2,4,3,4,3,5,4,3,3,2,2,2,2,2,2,4,4,2,2,6,7,2,2,2,3,2,2,50,4,520,5,5,5,5,5,5,5,5,6
LT,1,5,3,4,3,4,4,5,4,3,3,3,4,2,2,2,2,4,5,3,1,8,3,3,3,3,3,2,2,67,5,720,5,2,5,7,4,8,5,5,5
LT,5,6,2,4,3,4,5,5,3,3,3,2,2,2,2,2,2,4,5,3,3,8,3,3,3,2,3,2,1,18,6,213,8,5,6,6,6,6,6,6,6
LT,1,6,2,3,4,3,3,5,2,2,2,2,1,2,2,2,2,4,5,2,2,9,3,3,3,2,2,2,2,70,5,313,2,5,5,5,5,5,5,5,5
LT,3,6,3,5,3,4,4,3,4,4,4,1,1,2,2,2,3,4,4,2,3,7,3,2,3,2,3,3,1,55,4,520,10,4,5,5,5,5,5,5,6
LT,2,5,3,6,3,4,4,5,4,4,4,3,3,3,3,3,2,4,4,3,2,5,2,2,2,2,2,2,2,76,5,313,2,4,5,5,5,5,5,5,5
LT,5,10,4,7,3,3,1,1,1,1,2,2,2,2,2,2,1,5,9,4,2,8,7,7,7,2,1,2,1,18,6,213,7,4,1,1,1,1,1,1,1
LT,5,10,4,3,4,4,3,4,2,2,2,5,5,4,5,5,1,3,7,4,1,2,3,3,2,3,1,2,1,46,6,720,4,1,6,6,2,4,6,1,5
LT,5,10,5,2,4,2,2,5,2,2,1,4,3,3,2,3,1,2,2,3,1,3,2,4,1,4,1,2,2,64,4,720,2,1,6,7,4,7,7,4,4
LT,1,9,3,5,3,3,3,4,2,2,3,1,1,1,1,1,1,3,1,1,3,2,1,1,1,4,2,3,2,56,4,313,2,3,3,7,2,2,2,2,1
LT,1,8,5,8,3,3,1,3,1,1,3,5,5,5,5,5,2,3,10,5,4,7,8,6,9,4,2,3,2,50,4,323,2,1,6,6,2,5,6,2,2
LT,2,8,5,8,4,3,3,4,1,1,3,4,3,5,5,5,2,2,7,5,4,6,8,6,9,4,1,3,2,77,5,323,1,1,3,4,2,5,5,2,2
LT,1,8,5,5,4,5,3,2,2,3,3,5,3,4,4,3,2,3,6,3,5,6,5,7,5,5,1,2,1,58,4,229,1,2,7,6,5,7,5,4,5
LT,5,9,3,6,3,3,2,4,2,2,2,4,2,2,2,2,1,4,5,3,4,4,2,2,5,2,2,3,2,25,6,720,4,2,7,9,4,7,7,4,7
LT,1,9,5,2,5,4,4,1,3,3,3,3,2,2,2,2,2,3,5,3,2,4,3,4,4,3,3,3,2,73,5,221,1,2,3,4,2,3,5,1,2
LT,2,9,3,3,4,4,5,1,2,2,2,4,4,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,2,46,6,323,6,3,5,6,3,6,5,3,4
LT,1,6,4,6,5,3,3,5,3,2,2,5,4,4,4,3,2,4,5,4,1,8,4,4,6,1,1,3,2,77,5,321,2,1,6,6,5,6,6,5,6
LT,1,10,5,2,4,4,2,5,1,1,3,4,4,4,4,4,1,3,1,4,0,2,1,4,0,2,1,3,2,70,4,520,1,2,3,10,2,5,5,3,3
LT,1,10,5,1,5,5,1,5,1,1,3,2,3,4,4,4,1,3,1,3,0,2,2,4,0,2,1,3,2,50,4,520,1,2,0,7,0,5,5,0,0
LT,1,10,6,5,2,2,1,1,1,1,1,4,4,4,4,4,1,3,0,4,0,5,5,0,5,5,5,5,2,26,6,313,1,2,2,10,0,0,0,0,0
LT,1,10,4,3,4,4,1,5,1,1,3,4,3,4,3,4,1,3,2,3,0,4,2,4,0,2,2,3,2,57,5,313,1,2,3,9,0,5,5,0,1
LT,3,10,4,1,5,5,1,5,1,1,3,3,2,4,3,4,1,3,0,3,0,0,2,2,0,2,1,3,1,18,6,321,1,2,0,5,0,3,3,0,0
LT,5,10,5,0,3,3,1,5,1,1,5,3,4,4,2,4,1,3,7,4,8,2,5,0,0,4,1,3,2,46,4,323,2,5,6,6,0,7,7,0,0
LT,5,7,3,5,3,2,2,3,2,2,2,1,1,1,1,1,2,1,5,1,6,8,3,5,6,3,3,3,2,39,6,620,4,3,8,8,3,10,10,4,6
LT,5,10,6,9,3,2,2,5,1,1,5,3,3,3,3,3,2,4,10,3,10,10,10,10,10,4,2,3,2,41,6,321,10,4,10,10,7,10,10,7,7
LT,5,9,3,6,2,2,1,4,3,1,4,4,3,3,3,3,2,4,8,3,3,5,4,5,3,4,2,3,2,40,3,323,8,2,9,10,6,8,8,6,5
LT,5,10,4,7,3,2,2,4,2,1,4,3,3,2,2,2,1,4,7,3,5,7,7,7,7,4,2,2,2,26,6,321,7,2,5,5,5,5,5,5,5
LT,3,10,4,5,3,3,2,3,3,2,2,3,3,2,3,3,2,2,5,4,0,4,4,4,3,3,2,4,2,67,5,520,3,4,2,8,1,4,3,1,0
LT,5,5,3,4,4,4,2,3,2,2,2,3,3,3,3,3,1,3,5,3,0,5,5,4,2,3,3,4,2,56,6,720,3,4,0,8,0,2,2,0,0
LT,5,9,4,4,3,2,2,2,3,2,2,3,3,4,3,3,1,3,4,3,0,5,4,4,4,3,2,3,2,58,4,323,1,5,1,5,1,3,2,1,1
LT,2,7,6,7,2,2,2,4,4,3,2,1,1,3,3,3,2,3,3,1,5,5,3,6,3,4,2,2,2,59,5,520,5,4,8,8,5,7,7,3,4
LT,2,10,6,7,4,1,5,1,4,5,5,5,3,4,4,4,1,1,1,3,9,8,5,5,5,5,1,3,2,57,4,321,6,2,3,9,0,5,5,0,1
LT,1,8,4,8,3,3,1,5,1,1,1,5,3,4,3,3,2,3,0,3,7,7,5,5,0,5,1,4,2,80,5,313,6,4,5,8,7,5,5,4,5
LT,2,10,6,10,4,3,3,4,2,2,5,4,3,4,4,5,1,4,10,4,7,8,8,8,8,5,1,1,1,52,4,323,4,4,5,8,1,5,8,3,1
LT,1,10,6,10,3,2,1,5,2,1,2,3,2,3,2,1,1,4,10,4,0,7,8,9,8,2,2,2,1,67,5,323,2,1,8,10,5,6,5,3,5
LT,1,10,6,10,3,1,1,5,1,1,1,4,4,4,3,1,1,4,10,4,0,10,10,9,10,1,2,1,2,74,5,313,1,1,8,9,4,6,6,5,6
LT,5,3,3,4,3,4,5,5,4,4,4,3,3,2,2,2,2,4,5,3,3,8,4,5,3,2,3,2,2,18,6,213,7,4,5,5,5,5,5,5,5
LT,4,9,5,2,3,1,2,1,3,2,3,5,3,3,4,4,2,2,3,2,5,3,3,2,4,4,3,2,1,20,6,313,8,2,6,5,2,8,9,2,4
LT,1,6,6,1,3,1,1,1,3,2,1,5,3,2,3,2,2,2,1,3,2,3,4,1,2,5,4,4,2,62,5,313,4,1,6,6,1,5,5,1,2
LT,3,5,3,5,2,1,2,2,2,2,1,5,3,3,3,3,2,2,1,1,5,1,1,2,5,1,4,5,1,21,6,313,9,2,3,2,2,3,3,2,3
LT,5,8,4,7,5,4,3,5,3,2,2,2,1,2,2,2,1,4,5,3,2,7,6,6,6,4,2,2,2,48,5,720,5,4,1,4,1,6,6,1,1
